Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name,Crop Yield,N_P_interaction,Temp_Humidity_interaction,K_N_interaction,N_to_P_ratio,K_to_P_ratio,Avg_Yield_CropType
-0.9689397780385638,-0.8818465632432928,-0.4430884637666035,Sandy,Maize,1.5669422068600087,-0.77937289723666,-1.397878260773504,Urea,1.129257848486483,-2.190394446858065,0.8544562132530265,-1.221232287562891,-1.1209440562706872,0.5575402927760627,0.7045610821683074
-0.2989951644639801,-0.8818465632432928,0.112671375571174,Loamy,Sugarcane,-0.5424659481946248,-0.77937289723666,1.3204805447819934,DAP,2.113286715312104,-0.7163157307977187,0.26366785820892397,0.42278325769667663,-0.41080918573851327,-0.5902186973505424,2.1132200485716557
0.8175791914936593,0.7080067990162997,1.462373842534348,Black,Cotton,-0.9643475792055516,1.2365363067092925,0.8674207438560771,14-35-14,-1.3282623316262407,-0.8364950944902868,0.57885162631176,-1.1924507939748796,-1.111740149513195,1.4255306780901482,-1.0379672559199327
0.3709494491106035,0.3411175615717783,-0.7606655148167621,Red,Tobacco,0.3012973138272286,-0.77937289723666,0.1123210756462167,28-28,-0.3759819126357852,0.03384203837839003,0.12653737154700354,-0.2348229604071503,2.6824407588071226,-6.938733038476496,-0.6730994803992568
-0.522310035655508,-0.6372537382802785,0.1920656383337136,Clayey,Paddy,1.398189554455638,-0.77937289723666,-1.397878260773504,Urea,0.7942987476206541,-1.9544987826141278,0.3328440227627781,-1.0897110439421254,-1.000223405652912,0.5575402927760627,1.3989247056812684
-0.9689397780385638,-0.8818465632432928,-0.6812712520542225,Sandy,Barley,-0.5424659481946248,1.4605262182588423,-0.4162486921006854,17-17-17,-0.4126613183091094,0.22580074144517073,0.8544562132530265,-0.7922857398508925,1.3032287229196424,-3.5087911500192974,-0.32852776542096673
-1.1922546492300918,-1.126439388206307,1.6211623680594274,Red,Cotton,-0.7955949268011807,-0.77937289723666,-0.6427785925636436,20-20,-0.8424332225191915,0.511391387300038,1.3430025976648698,0.6200651231278247,1.2377452730236644,1.2125078818137112,-1.0379672559199327
0.5942643203021315,0.5857103865347926,0.5096426893838722,Loamy,Wheat,1.90444751166875,-0.77937289723666,-1.397878260773504,Urea,-0.2908580089033535,-2.66218577534594,0.34806678474799724,-1.4842747748044216,-1.3623853575062372,0.5575402927760627,0.024078477847856317
-0.0756802932724522,0.0965247366087641,-0.1255114127164449,Sandy,Millets,0.2169209876250433,-0.77937289723666,-0.0386988579957552,28-28,-0.7766871180104028,-0.008394594496400521,-0.007305020374597469,-0.16906233859676767,-5.605503737411967,20.139949278901952,-0.5010556594055394
-0.2989951644639801,-0.1480680883542501,-0.8400597775793018,Black,Oil seeds,-0.7955949268011807,0.7885564836101917,0.8674207438560771,14-35-14,-0.1801277276253935,-0.6901155432140014,0.04427164242934614,-0.627371537856447,-0.9171950466268067,0.9090808354707663,-0.5062564389715876
-0.745624906847036,-0.6372537382802785,-1.237031091392,Clayey,Pulses,-0.4580896219924394,-0.77937289723666,1.6225204120659376,DAP,-1.223760628670166,-0.7432597622383024,0.4751522592431581,0.3570226358862939,-0.28233194248522075,-0.4803467562528458,-0.8286014437366167
0.1476345779190756,0.3411175615717783,0.350854163858793,Sandy,Maize,-0.3737132957902541,2.020500997132718,-0.4917586589216715,17-17-17,0.4593396467548252,0.1837767491590133,0.050360747223433776,-0.7550880867859627,0.7599541949376739,-4.108733154381941,0.7045610821683074
-1.1922546492300918,-1.126439388206307,1.700556630821967,Loamy,Cotton,1.4825658806578237,-0.77937289723666,-1.397878260773504,Urea,-0.8555824434209492,-2.072446614736097,1.3430025976648698,-1.1554716657525084,-1.0605837309617998,0.5575402927760627,-1.0379672559199327
0.3709494491106035,0.3411175615717783,-0.2049056754789845,Clayey,Paddy,0.4700499662315993,-0.77937289723666,0.2633410092881888,28-28,1.73896645977325,0.12378343252330842,0.12653737154700354,-0.36634420402791573,1.78494106391206,-2.95954640637587,1.3989247056812684
-0.9689397780385638,-0.8818465632432928,-0.9988483031043812,Red,Ground Nuts,-0.3737132957902541,-0.77937289723666,1.6980303788869235,DAP,-0.5081661859113499,-0.6345765292458061,0.8544562132530265,0.29126201407591124,-0.22008621303289866,-0.4589861571036142,-0.4954112147303308
0.1476345779190756,0.3411175615717783,0.4302484266213326,Black,Sugarcane,-0.7112186005989954,2.020500997132718,-0.3407387252796994,17-17-17,2.113286715312104,0.24233971936331336,0.050360747223433776,-1.4370178916896066,2.087290451960321,-5.929783664177957,2.1132200485716557
0.5942643203021315,0.5857103865347926,-0.7606655148167621,Clayey,Pulses,1.651318533062194,-0.77937289723666,-1.397878260773504,Urea,-0.9593920821190368,-2.308342278980034,0.34806678474799724,-1.2869929093732735,-1.1813043815795745,0.5575402927760627,-0.8286014437366167
-1.1922546492300918,-1.126439388206307,-0.3636942010040639,Sandy,Barley,0.2169209876250433,-0.77937289723666,0.0368111088252307,28-28,-0.6050551820295649,0.00798510208194199,1.3430025976648698,-0.16906233859676767,5.892653111912121,-21.171644931748236,-0.32852776542096673
-0.522310035655508,-0.6372537382802785,1.700556630821967,Black,Cotton,1.7356948592643795,-0.77937289723666,-1.397878260773504,Urea,-1.0133730942420422,-2.4262901111020025,0.3328440227627781,-1.3527535311836563,-1.2416647068884623,0.5575402927760627,-1.0379672559199327
-0.2989951644639801,-0.1480680883542501,0.6684312149089515,Loamy,Wheat,-0.4580896219924394,-0.77937289723666,1.3204805447819934,DAP,0.3133140883195155,-0.6048984336075538,0.04427164242934614,0.3570226358862939,-0.34691103696422226,-0.5902186973505424,0.024078477847856317
-0.0756802932724522,0.0965247366087641,0.0332771128086343,Sandy,Millets,-0.7112186005989954,-0.77937289723666,-0.7182885593846295,20-20,-0.355912049154155,0.5108601840318047,-0.007305020374597469,0.554304501317442,0.9901585949898809,1.0850430124452712,-0.5010556594055394
0.8175791914936593,0.7080067990162997,0.7478254776714912,Loamy,Sugarcane,-0.5424659481946248,2.020500997132718,-0.4917586589216715,17-17-17,2.113286715312104,0.2667623271948616,0.57885162631176,-1.0960529892377846,1.1031164199539802,-4.108733154381941,2.1132200485716557
1.0408940626851872,1.074896036460821,-0.8400597775793018,Red,Tobacco,-0.6268422743968101,-0.77937289723666,1.3959905116029794,DAP,-0.6694171580223791,-0.875065867329578,1.1188529023559093,0.4885438795070593,-0.44903014752362214,-0.5582934357113155,-0.6730994803992568
-0.522310035655508,-0.6372537382802785,-0.5224827265291432,Black,Millets,1.4825658806578237,-0.77937289723666,-1.397878260773504,Urea,-0.4285787962428162,-2.072446614736097,0.3328440227627781,-1.1554716657525084,-1.0605837309617998,0.5575402927760627,-0.5010556594055394
0.5942643203021315,0.5857103865347926,-0.3636942010040639,Clayey,Paddy,-0.4580896219924394,-0.77937289723666,-0.6427785925636436,20-20,1.284280242275627,0.2944502024923117,0.34806678474799724,0.3570226358862939,0.7126720459644561,1.2125078818137112,1.3989247056812684
-0.9689397780385638,-0.8818465632432928,0.0332771128086343,Sandy,Maize,0.385673640029414,-0.77937289723666,0.1123210756462167,28-28,0.9541655912157088,0.04331927809649556,0.8544562132530265,-0.3005835822175331,3.4336406072496266,-6.938733038476496,0.7045610821683074
-0.0756802932724522,0.0965247366087641,1.5417681052968877,Red,Cotton,-0.7955949268011807,1.2365363067092925,0.791910777035091,14-35-14,-0.835512579939319,-0.6300401966882994,-0.007305020374597469,-0.9837820124233819,-1.0046509597064956,1.5614571503644898,-1.0379672559199327
0.3709494491106035,0.3411175615717783,-1.0782425658669208,Loamy,Sugarcane,1.651318533062194,-0.77937289723666,-1.397878260773504,Urea,2.113286715312104,-2.308342278980034,0.12653737154700354,-1.2869929093732735,-1.1813043815795745,0.5575402927760627,2.1132200485716557
1.487523805068243,1.3194888614238354,-0.9194540403418414,Black,Oil seeds,-0.5424659481946248,-0.77937289723666,1.5470104452449511,DAP,-0.5053979288794009,-0.839200488046791,1.9627710918903474,0.42278325769667663,-0.3506541272606627,-0.5037925864299314,-0.5062564389715876
-0.9689397780385638,-0.8818465632432928,-0.6018769892916829,Clayey,Pulses,-0.3737132957902541,-0.77937289723666,-0.4162486921006854,20-20,-0.4638740734001659,0.15555767059332984,0.8544562132530265,0.29126201407591124,0.8978146975523824,1.872377702092193,-0.8286014437366167
-0.2989951644639801,-0.1480680883542501,-0.2842999382415242,Red,Ground Nuts,0.4700499662315993,-0.77937289723666,0.3388509761091748,28-28,-0.841049094003217,0.15927688987766206,0.04427164242934614,-0.36634420402791573,1.3871837833997278,-2.300039404183831,-0.4954112147303308
-0.0756802932724522,0.0965247366087641,-1.3164253541545397,Loamy,Sugarcane,-0.5424659481946248,-0.77937289723666,1.6225204120659376,DAP,2.113286715312104,-0.8801620737964821,-0.007305020374597469,0.42278325769667663,-0.33433515524698637,-0.4803467562528458,2.1132200485716557
0.8175791914936593,0.7080067990162997,-0.4430884637666035,Clayey,Paddy,1.7356948592643795,-0.77937289723666,-1.397878260773504,Urea,1.3057342342732317,-2.4262901111020025,0.57885162631176,-1.3527535311836563,-1.2416647068884623,0.5575402927760627,1.3989247056812684
1.264208933876715,1.074896036460821,-0.4430884637666035,Sandy,Barley,-0.9643475792055516,1.2365363067092925,0.8674207438560771,14-35-14,-0.6541917443466596,-0.8364950944902868,1.3588931722824413,-1.1924507939748796,-1.111740149513195,1.4255306780901482,-0.32852776542096673
-0.9689397780385638,-0.8818465632432928,0.350854163858793,Loamy,Wheat,0.385673640029414,-0.77937289723666,0.0368111088252307,28-28,-0.317156450706869,0.01419707433414561,0.8544562132530265,-0.3005835822175331,10.476814622613434,-21.171644931748236,0.024078477847856317
-0.522310035655508,-0.6372537382802785,-0.6812712520542225,Black,Millets,1.90444751166875,-0.77937289723666,-1.397878260773504,Urea,-0.1413721291781075,-2.66218577534594,0.3328440227627781,-1.4842747748044216,-1.3623853575062372,0.5575402927760627,-0.5010556594055394
